Source,Page number,Order,Week,Type,Lexicality,Orthography,Phonology,Flag for discussion,Notes,Mismatch with CMU Transcription,Coder(s),,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Exception-implicit,Word,his,hɪz,Is an exception but is not taught as such,"Noted in the footnotes that ""*The sounds represented by f in of, and by s in as, is, has and his should also not cause problems at this stage, especially as children will not learn the letters v and z until several weeks later. """,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,hot,hɑt,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,hut,hʌt,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,hop,hɑp,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,hum,hʌm,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,hit,hɪt,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,hat,hæt,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Exception-implicit,Word,has,hæz,Is an exception but is not taught as such,"Noted in the footnotes that ""*The sounds represented by f in of, and by s in as, is, has and his should also not cause problems at this stage, especially as children will not learn the letters v and z until several weeks later. """,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,hack,hæk,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,hug,hʌg,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,but,bʌt,,top 100 frequency word,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,big,bɪg,,top 100 frequency word,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,back,bæk,,top 100 frequency word,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,bet,bɛt,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,bad,bæd,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,bag,bæg,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,bed,bɛd,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,bud,bʌd,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,beg,bɛg,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,bug,bʌg,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,bun,bʌn,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,bus,bʌs,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,Ben,bɛn,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,bat,bæt,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,bit,bɪt,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,bucket,bʌkət,,,1 - bʌkʌt,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,beckon,bɛkən,,,1 - bɛkʌn,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,rabbit,ɹæbɪt,,,1 - ɹæbʌt,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Exception-implicit,Word,of,ʌv,,top 100 frequency word,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,if,ɪf,,top 100 frequency word,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,off,ɑf,,top 100 frequency word,1 - ɔf,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,fit,fɪt,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,fin,fɪn,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,fun,fʌn,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,fig,fɪg,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,fog,fʌg,,,1 - fɑg,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,puff,pʌf,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,huff,hʌf,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,cuff,kʌf,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,fan,fæn,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,fat,fæt,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,lap,læp,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,let,lɛt,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,leg,lɛg,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,lot,lɑt,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,lit,lɪt,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,bell,bɛl,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,fill,fɪl,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,doll,dɑl,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,tell,tɛl,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,sell,sɛl,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,Bill,bɪl,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,Nell,nɛl,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,dull,dʌl,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,laptop,læptɑp,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,ass,æs,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,less,lɛs,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,hiss,hɪs,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,mass,mæs,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,mess,mɛs,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,boss,bɑs,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,fuss,fʌs,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,kiss,kɪs,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,Tess,tɛs,,,0,YL,,,,,,
"Phase 2, Bank of suggested words for practicing reading, Words using sets 1-5 GPC",70,13,5,Rule example word,Word,fusspot,fʌspɑt,,Informal word that could be used more in the UK?,0,YL,,,,,,
"Phase 2, Suggested timetable for Phase 2 - discrete teaching, Week 5",50,14,5,Tricky word,Word,no,noʊ,,,0,YL,,,,,,
"Phase 2, Suggested timetable for Phase 2 - discrete teaching, Week 5",50,14,5,Tricky word,Word,go,goʊ,,,0,YL,,,,,,
"Phase 2, Suggested timetable for Phase 2 - discrete teaching, Week 5",50,14,5,Tricky word,Word,I,aɪ,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example phrase,Word phrase,a hug and a kiss, ə hʌg ænd ə kɪs,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example word,Word,kiss,kɪs,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example phrase,Word phrase,on top of the rock,ɑn tɑp ʌv ðə ɹɑk,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example word,Word,rock,ɹɑk,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example phrase,Word phrase,a bag of nuts,ə bæg ʌv nʌts,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example word,Word,nuts,nʌts,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example phrase,Word phrase,to huff and puff,tu hʌf ænd pʌf,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example phrase,Word phrase,go to the log hut,goʊ tu ðə lɑg hʌt,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example word,Word,log,lɑg,,,1 - lɔg,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example phrase,Word phrase,a hot hob,ə hɑt hɑb,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example word,Word,hob,hɑb,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example phrase,Word phrase,sit back to back,sɪt bæk tu bæk,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example phrase,Word phrase,a duck and a hen,ə dʌk ænd ə hɛn,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example word,Word,duck,dʌk,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example word,Word,hen,hɛn,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example phrase,Word phrase,a cat on a bed,ə kæt ɑn ə bɛd,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example phrase,Word phrase,to the top of the hill,tu ðə tɑp ʌf ðə hɪl,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example word,Word,hill,hɪl,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example phrase,Word phrase,get off the bus,gɛt ɑf ðə bʌs,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example phrase,Word phrase,no lid on the pan,noʊ lɪd ɪn ðə pæn,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example word,Word,lid,lɪd,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example phrase,Word phrase,pack a pen in a bag,pæk ə pɛn ɪn ə bæg,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example phrase,Word phrase,a doll in a cot,ə dɑl ɪn ə kɑt,,,0,YL,,,,,,
"Phase 2, Teaching reading and writing captions, Bank of suggested captions for practising
reading, Captions with sets 1-5 words + to, the, no, go",71,15,5,Rule example phrase,Word phrase,a cat and a big fat rat,ə kæt ænd ə bɪg fæt ɹæt,,,0,YL,,,,,,
"Phase 3, Summary, Letters",74,16,7,Rule,GPC,j,dʒ,,,0,SS,,,,,,
"Phase 3, Summary, Letters",74,16,7,Rule,GPC,v,v,,,0,SS,,,,,,
"Phase 3, Summary, Letters",74,16,7,Rule,GPC,w,w,,,0,SS,,,,,,
"Phase 3, Summary, Letters",74,16,7,Rule,GPC,x,ks,,,0,SS,,,,,,
"Phase 3, ""I can"" example words / Bank of suggested words, captions and sentences for use in Phase Three, Words using sets 1-6 GPCs",96,17,7,Rule example word,Word,jog,dʒɑg,,,0,SS,,,,,,
"Phase 3, ""I can"" example words",96,17,7,Rule example phrase,Word phrase,mop up,mɑp ʌp,,,0,SS,,,,,,
"Phase 3, ""I can"" example words",96,17,7,Rule example word,Word,mop,mɑp,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Words and sentences using sets 1-7 letters, Words using sets 1-6 GPCs",100,17,7,Rule example word,Word,jam,dʒæm,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Words and sentences using sets 1-7 letters, Words using sets 1-6 GPCs",100,17,7,Rule example word,Word,Jill,dʒɪl,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Words and sentences using sets 1-7 letters, Words using sets 1-6 GPCs",100,17,7,Rule example word,Word,jet,dʒɛt,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Words and sentences using sets 1-7 letters, Words using sets 1-6 GPCs",100,17,7,Rule example word,Word,Jack,dʒæk,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Words and sentences using sets 1-7 letters, Words using sets 1-6 GPCs",100,17,7,Rule example word,Word,Jen,dʒɛn,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences for use in Phase Three, Words and sentences using sets 1-7 letters, Words using sets 1-6 GPCs",100,17,7,Rule example word,Word,jacket,dʒækɪt,,,1 - dʒækʌt,SS,,,,,,
